osmid,y,x,street_count,elevation,highway,ref
4641937499,50.8410112,5.6652759,1,83.0,,
4641937502,50.8409471,5.6656492,3,83.0,,
4641937504,50.8410448,5.6655508,3,83.0,,
4641937505,50.8411004,5.6654949,3,83.0,,
4641937506,50.8411485,5.6654434,4,83.0,,
4641937507,50.8412564,5.6653378,4,83.0,,
4641937508,50.8413036,5.6652903,4,83.0,,
4641937509,50.8413523,5.6652413,4,83.0,,
4641937512,50.8403364,5.6649795,3,83.0,,
4641937513,50.8401513,5.6651619,3,83.0,,
4641937514,50.8392517,5.662403,3,84.0,,
4641937516,50.8393075,5.6623475,3,84.0,,
4641937517,50.8391413,5.6619301,3,84.0,,
4641937518,50.8395207,5.66296,3,84.0,,
4641937519,50.8396472,5.6627418,3,87.0,,
4641937521,50.8394667,5.6628263,3,84.0,,
4641937522,50.8387941,5.6619989,1,84.0,,
4641937526,50.839942,5.6609752,3,84.0,,
4641937528,50.8403052,5.6613497,1,84.0,,
4641937531,50.8402428,5.6612033,1,84.0,,
4641937533,50.8401999,5.6611016,1,84.0,,
4641937536,50.8401351,5.6609397,1,84.0,,
4641937540,50.8401756,5.6607428,3,84.0,,
4641937541,50.8401976,5.6608023,3,84.0,,
4641937544,50.8402595,5.6609685,3,84.0,,
4641937547,50.8402972,5.6610698,3,84.0,,
4641937551,50.8403713,5.6611681,3,84.0,,
4641937555,50.8420437,5.6645387,4,82.0,,
4641937556,50.8423457,5.6642385,3,82.0,,
4641937557,50.842615,5.6641591,3,82.0,,
4641937558,50.8425913,5.6640998,3,82.0,,
4641937565,50.8415871,5.6633994,4,87.0,,
4641937567,50.842395,5.66376,3,82.0,,
4641937568,50.8421451,5.6631471,4,82.0,,
4641937569,50.842564,5.6635898,3,82.0,,
4641937571,50.8423112,5.6629792,4,82.0,,
4641937573,50.8423769,5.6629129,3,82.0,,
4641937574,50.8424278,5.6628615,3,82.0,,
4641937575,50.8424769,5.6628119,3,82.0,,
4641937576,50.8425271,5.6627611,3,82.0,,
4641937577,50.8425793,5.6627084,3,82.0,,
4641937578,50.8426259,5.6626617,3,82.0,,
4641937579,50.8426758,5.6626115,3,82.0,,
4641937612,50.8403831,5.660795,3,84.0,,
4641937617,50.8403736,5.6608618,3,84.0,,
4641937622,50.8404158,5.6608768,3,84.0,,
4641937627,50.8404251,5.6608093,3,84.0,,
4641937653,50.8409644,5.6617974,4,84.0,,
4641937656,50.8408542,5.66227,3,84.0,,
4641937660,50.8414156,5.6617022,3,84.0,,
4641937664,50.8415199,5.6615967,3,84.0,,
4641937665,50.8406545,5.6620934,3,84.0,,
4641937666,50.8407017,5.6622089,3,84.0,,
4641937667,50.8408221,5.6625047,3,87.0,,
4641937668,50.8411353,5.6627638,3,87.0,,
4641937669,50.8412827,5.6626168,4,87.0,,
4641937671,50.8414988,5.6631732,4,87.0,,
4641937672,50.8417923,5.6628782,4,82.0,,
4641937673,50.8418704,5.6628019,3,82.0,,
4641937674,50.8419483,5.6627258,3,82.0,,
4641937675,50.8419643,5.6627101,3,82.0,,
4641937676,50.8420987,5.6625759,3,82.0,,
4641937677,50.8421322,5.6625419,3,82.0,,
4641937678,50.842148,5.6625258,3,82.0,,
4641937680,50.8425699,5.6627179,3,82.0,,
4641937681,50.8426539,5.6629253,4,82.0,,
4641937682,50.8428828,5.6634909,3,82.0,,
4641937683,50.843195,5.6624319,3,83.0,,
4641937684,50.8430076,5.6631867,3,82.0,,
4641937685,50.8429129,5.6629564,3,82.0,,
4641937686,50.8428425,5.6627822,3,82.0,,
4641937688,50.842565,5.6621025,4,83.0,,
4641937691,50.8422604,5.6617598,3,83.0,,
4641937693,50.8421589,5.6618607,3,83.0,,
4641937695,50.8420586,5.6619603,3,83.0,,
4641937700,50.8398319,5.6625644,3,87.0,,
4641937706,50.8410171,5.6628817,3,87.0,,
4641937718,50.8409595,5.6628588,3,87.0,,
4641937720,50.8407827,5.6631181,3,87.0,,
4641937730,50.840567,5.6636419,3,87.0,,
4641937749,50.8403765,5.6639095,3,87.0,,
4641937767,50.840505,5.6636708,3,87.0,,
4641937815,50.8403929,5.6639314,3,87.0,,
4641937817,50.8405694,5.6636934,3,87.0,,
4641937836,50.8405331,5.6637208,3,87.0,,
4641937840,50.8425655,5.6633101,3,82.0,,
4641937843,50.8420237,5.662652,3,82.0,,
4641937846,50.8413087,5.6610756,3,84.0,,
4641937848,50.841203,5.6611823,3,84.0,,
4641937849,50.8410447,5.6613418,3,84.0,,
4641937850,50.8409761,5.661411,3,84.0,,
4641937851,50.8409623,5.6614249,3,84.0,,
4641937856,50.8403513,5.6620408,3,84.0,,
4641937858,50.839933,5.6624625,3,84.0,,
4642153928,50.8966396,5.7040485,3,44.0,,
4642155576,50.897056,5.7044722,3,45.0,,
4642155577,50.8976102,5.7048611,3,45.0,,
4642400014,50.8399967,5.6620334,4,84.0,,
4642400016,50.8396813,5.6623458,3,84.0,,
4642400034,50.8410523,5.6646772,3,83.0,,
4642400050,50.8413899,5.6628929,3,87.0,,
4642400052,50.8416788,5.6625991,3,82.0,,
4642400067,50.8415485,5.6646129,3,83.0,,
4642400812,50.840067,5.6645446,1,87.0,,
4642400831,50.8411115,5.6635625,3,87.0,,
4642400839,50.8399683,5.6647089,3,83.0,,
4642400889,50.8400168,5.6627387,4,87.0,,
4642400959,50.8399831,5.6626871,4,87.0,,
4642401050,50.839681,5.662218,1,84.0,,
4642401059,50.8404557,5.664221,3,87.0,,
4642401061,50.8405255,5.6641509,3,87.0,,
4642401075,50.841908,5.6635094,1,82.0,,
4642401200,50.8403732,5.6648443,1,83.0,,
4642401201,50.8402172,5.6644605,3,87.0,,
4642401202,50.8404179,5.6648014,1,83.0,,
4642401203,50.8402607,5.6644168,3,87.0,,
4642401224,50.8400423,5.6619882,3,84.0,,
4642401225,50.8397686,5.6613087,3,84.0,,
4642401227,50.8401373,5.6614601,3,84.0,,
4642401242,50.8410498,5.6636244,3,87.0,,
4642401248,50.8408562,5.6638188,3,87.0,,
4642401261,50.8411041,5.664625,4,83.0,,
4642401280,50.8414123,5.6651806,4,83.0,,
4642401282,50.8415049,5.6650871,4,83.0,,
4642401283,50.8415547,5.6650367,4,83.0,,
4642401286,50.8417552,5.6648342,4,83.0,,
4642401287,50.8419023,5.6646835,4,83.0,,
4642401298,50.8409943,5.665601,3,83.0,,
4642401315,50.839553,5.662834,3,84.0,,
4642401324,50.8402837,5.6613042,1,84.0,,
4642401325,50.8402626,5.6612531,1,84.0,,
4642401327,50.8402207,5.6611534,1,84.0,,
4642401329,50.8401801,5.6610512,1,84.0,,
4642401330,50.8401604,5.6610021,1,84.0,,
4642401332,50.8405374,5.6607031,3,84.0,,
4642401334,50.8403122,5.6606158,3,84.0,,
4642401337,50.8402202,5.6608628,3,84.0,,
4642401338,50.8402392,5.6609141,3,84.0,,
4642401340,50.840261,5.6609726,3,84.0,,
4642401341,50.8402787,5.66102,3,84.0,,
4642401343,50.8403156,5.6611188,3,84.0,,
4642401344,50.840337,5.6611754,3,84.0,,
4642401347,50.840485,5.6610583,4,84.0,,
4642401348,50.8406225,5.6609274,3,84.0,,
4642401349,50.8406231,5.660919,3,84.0,,
4642401354,50.8424381,5.6637166,3,82.0,,
4642401355,50.8422443,5.6636322,1,82.0,,
4642401361,50.8418801,5.663094,4,82.0,,
4642401365,50.8424382,5.663286,3,82.0,,
4642401367,50.842215,5.6627443,3,82.0,,
4642401527,50.8407244,5.6614819,1,84.0,,
4642401528,50.8408101,5.6614002,3,84.0,,
4642401529,50.8407078,5.6614316,1,84.0,,
4642401530,50.8407909,5.661351,3,84.0,,
4642401531,50.840688,5.6613837,1,84.0,,
4642401532,50.8407727,5.6613041,3,84.0,,
4642401533,50.8406704,5.6613367,1,84.0,,
4642401534,50.840754,5.6612559,3,84.0,,
4642401535,50.8406485,5.6612918,1,84.0,,
4642401536,50.8407362,5.6612101,3,84.0,,
4642401537,50.8406331,5.6612419,1,84.0,,
4642401538,50.8407173,5.6611613,3,84.0,,
4642401539,50.8406173,5.661194,1,84.0,,
4642401540,50.8406989,5.6611142,3,84.0,,
4642401541,50.8405969,5.6611485,1,84.0,,
4642401542,50.8406806,5.661067,3,84.0,,
4642401543,50.8405796,5.6610982,1,84.0,,
4642401544,50.8406611,5.6610167,3,84.0,,
4642401545,50.8407226,5.6617592,1,84.0,,
4642401546,50.8407683,5.6617142,1,84.0,,
4642401547,50.8408121,5.6616687,1,84.0,,
4642401549,50.8408915,5.661867,4,84.0,,
4642401550,50.8407982,5.6621209,1,84.0,,
4642401552,50.8409019,5.6622219,3,84.0,,
4642401553,50.8409468,5.6621764,3,84.0,,
4642401554,50.840994,5.6621287,3,84.0,,
4642401556,50.8414241,5.6616937,3,84.0,,
4642401557,50.8414659,5.6616514,3,84.0,,
4642401558,50.8414983,5.6616186,3,84.0,,
4642401565,50.8415685,5.6623281,3,84.0,,
4642401574,50.8424788,5.6631033,3,82.0,,
4642401582,50.842828,5.6627468,3,82.0,,
4642401585,50.8423094,5.6617111,3,83.0,,
4642401587,50.8422069,5.661813,3,83.0,,
4642401789,50.8421095,5.6619097,3,83.0,,
4642401791,50.8420087,5.6620099,3,83.0,,
4642401792,50.8419578,5.6620604,3,83.0,,
4642401793,50.8419079,5.66211,3,83.0,,
4642401794,50.8418339,5.6621836,3,83.0,,
4642401796,50.8411454,5.6633163,3,87.0,,
4642401806,50.841006,5.6629674,3,87.0,,
4642401814,50.8409482,5.6629538,3,87.0,,
4642401816,50.8402649,5.6636321,3,87.0,,
4642401818,50.8406911,5.6635993,3,87.0,,
4642401821,50.8405394,5.6636114,3,87.0,,
4642401839,50.8403718,5.6638388,3,87.0,,
4642401858,50.8405144,5.6636208,3,87.0,,
4642401866,50.840462,5.6636751,3,87.0,,
4642401877,50.8403882,5.6638184,3,87.0,,
4642401880,50.8404221,5.6638372,3,87.0,,
4642401885,50.8404599,5.6637763,3,87.0,,
4642401888,50.8404445,5.6637173,3,87.0,,
4642401994,50.8404286,5.6638989,3,87.0,,
4642401998,50.8404773,5.6639331,3,87.0,,
4642402015,50.8406232,5.6637141,3,87.0,,
4642402025,50.8405263,5.6638723,3,87.0,,
4642402028,50.8405114,5.6637894,3,87.0,,
4642402033,50.8399742,5.6632296,3,87.0,,
4642402034,50.8401155,5.6635855,3,87.0,,
4642402039,50.8415738,5.6615422,4,84.0,,
4642402040,50.8413626,5.6610213,3,84.0,,
4642402042,50.8412576,5.6611272,3,84.0,,
4642402047,50.8407201,5.661669,3,84.0,,
4642402049,50.8406448,5.6617449,3,84.0,,
4642402050,50.8405507,5.6618398,3,84.0,,
4642402052,50.840193,5.6622004,3,84.0,,
4646169119,50.8346266,5.7112659,3,48.0,,
4646249654,50.8346019,5.7100852,1,46.0,,
4646509634,50.8407212,5.6650525,1,83.0,,
4646509636,50.8390617,5.6620012,1,84.0,,
4646511398,50.8390863,5.6619794,3,84.0,,
4646511406,50.8404328,5.661804,3,84.0,,
4646511407,50.8402327,5.6613632,3,84.0,,
4646511408,50.8412187,5.6650803,1,83.0,,
4646511410,50.8413687,5.6654548,1,83.0,,
4646511414,50.8408666,5.6631491,1,87.0,,
4646511417,50.8406622,5.6633486,1,87.0,,
4646511419,50.8410722,5.6633388,1,87.0,,
4646511421,50.8409709,5.6630875,1,87.0,,
4646511428,50.8411304,5.6657697,1,83.0,,
4646511438,50.840233,5.6638866,3,87.0,,
4646511448,50.8403863,5.6653624,1,83.0,,
4646511454,50.8402843,5.6654611,3,83.0,,
4646511456,50.840657,5.6663847,1,83.0,,
4646511457,50.8409087,5.6653854,1,83.0,,
4646511461,50.8409517,5.6652128,3,83.0,,
4646511466,50.8407102,5.6650644,3,83.0,,
4649537327,50.8631838,5.7162265,3,48.0,,
4649537328,50.8635138,5.7160461,3,48.0,,
4649537329,50.8635035,5.7160296,3,48.0,,
4649537330,50.8638575,5.7159805,3,48.0,,
4649537331,50.8632914,5.7156554,3,48.0,,
4649537333,50.8637336,5.7164075,3,48.0,,
4653113206,50.8411316,5.6612542,4,84.0,,
4653113207,50.8413016,5.6622081,4,84.0,,
4653113208,50.8410823,5.6616713,4,84.0,,
4653113209,50.8410651,5.6620567,4,84.0,,
4653113210,50.8411886,5.6619318,4,84.0,,
4653113211,50.8413435,5.6617751,4,84.0,,
4653113212,50.8427384,5.663134,4,82.0,,
4653113213,50.842271,5.6634559,4,82.0,,
4653113214,50.8420498,5.6629168,4,82.0,,
4653113215,50.8421978,5.6624739,4,83.0,,
4653113216,50.8422477,5.6624218,4,83.0,,
4653113217,50.8423007,5.6623692,4,83.0,,
4653113218,50.8423473,5.6623213,4,83.0,,
4653113219,50.8423971,5.6622703,4,83.0,,
4653113220,50.8424472,5.6622206,4,83.0,,
4653113221,50.8424977,5.6621709,4,83.0,,
4653113222,50.8427465,5.6625404,4,82.0,,
4653113223,50.8423775,5.6616434,3,83.0,,
4656918494,50.8422221,5.6639346,4,82.0,,
4656918507,50.8407241,5.6634987,3,87.0,,
4656918509,50.8408251,5.665347,4,83.0,,
4656918510,50.841386,5.6639113,4,87.0,,
4656918512,50.8395238,5.6636,4,84.0,,
4656918517,50.8397053,5.6634171,4,87.0,,
4656918518,50.8393662,5.6617072,3,84.0,,
4656918519,50.839528,5.6621249,4,84.0,,
4656918521,50.8405235,5.6629958,1,87.0,,
4656918522,50.8408399,5.662676,1,87.0,,
4656918523,50.8413095,5.6644221,4,87.0,,
4656918524,50.8408141,5.6631951,1,87.0,,
4656918525,50.8412312,5.664935,4,83.0,,
4656918526,50.8405791,5.6633202,4,87.0,,
4656918527,50.8403571,5.662767,4,87.0,,
4656918528,50.8401466,5.6622472,4,84.0,,
4656918529,50.8405718,5.6647263,4,83.0,,
4656918530,50.8409803,5.6643174,4,87.0,,
4656918531,50.8407498,5.6620023,4,84.0,,
4656918532,50.8407987,5.6619556,4,84.0,,
4656918533,50.8408446,5.6619118,4,84.0,,
4656918534,50.8405614,5.6625616,4,87.0,,
4656918535,50.8406731,5.6628444,4,87.0,,
4656918536,50.8408016,5.6638737,4,87.0,,
4656918537,50.8403937,5.6642833,4,87.0,,
4656918538,50.8405835,5.6655923,4,83.0,,
4674547065,50.8359149,5.7023436,3,47.0,,
4674547080,50.8330909,5.7014079,3,46.0,,
4676918079,50.8285568,5.7008494,1,45.0,,
4678904143,50.8439794,5.7234577,4,51.0,crossing,
4680914292,50.8463347,5.6986018,3,52.0,,
4687568278,50.835784,5.6848036,3,78.0,,
4687568285,50.8365391,5.6847302,3,78.0,,
4687568287,50.836074,5.683434,3,78.0,,
4687568591,50.8355801,5.6834494,3,78.0,,
4687568592,50.8355368,5.6833868,3,78.0,,
4687568595,50.8356868,5.6862915,4,70.0,,
4687568596,50.8356771,5.6853453,3,78.0,,
4687568603,50.8356377,5.6862516,3,70.0,,
4687797013,50.8568573,5.724028,3,48.0,,
4693421406,50.8598355,5.7003732,4,48.0,,
4693453888,50.8530284,5.7320728,4,54.0,,
4693453897,50.8529557,5.7319901,4,54.0,,
4694214343,50.8699923,5.7021942,1,45.0,,
4697899606,50.847421,5.6559601,3,82.0,,
4697899607,50.8473003,5.6557372,4,82.0,,
4697899608,50.847461,5.6547844,3,82.0,,
4697899609,50.8476738,5.6554055,3,82.0,,
4697899610,50.847758,5.6556623,3,82.0,,
4697899612,50.8470816,5.6551154,3,82.0,,
4701925083,50.8339018,5.7079056,3,48.0,,
4704951209,50.8347211,5.6856511,1,90.0,,
4704958431,50.834188,5.685774,3,90.0,,
4704958439,50.8338219,5.6859455,3,90.0,,
4704958441,50.8340038,5.685326,3,95.0,,
4704964488,50.8342876,5.6859226,3,90.0,,
4705429880,50.841377,5.6712913,3,76.0,,
4705429881,50.8414923,5.6716513,3,76.0,,
4705436867,50.8416387,5.6630326,4,87.0,,
4705436868,50.8414143,5.6624838,4,84.0,,
4705436869,50.8415253,5.6627552,4,87.0,,
4705436870,50.8419726,5.6633213,4,82.0,,
4705436871,50.8417284,5.6632521,4,82.0,,
4705436872,50.8400197,5.6646602,4,83.0,,
4705436873,50.8401529,5.6645251,4,87.0,,
4705436874,50.8408598,5.6615282,4,84.0,,
4705875184,50.8440552,5.6816514,1,60.0,,
4705875186,50.8437273,5.6815848,3,54.0,,
4709840483,50.8656446,5.6500198,3,67.0,,
4709840484,50.8655029,5.6498076,3,64.0,,
4709841399,50.8642322,5.6486014,3,71.0,,
4709841401,50.8647042,5.6479229,3,64.0,,
4709841402,50.8649247,5.6475971,4,64.0,,
4709841405,50.86578,5.6493351,3,64.0,,
4709841408,50.8649498,5.6503825,3,67.0,,
4709841409,50.8646739,5.6497016,3,64.0,,
4709841412,50.8654685,5.6487995,3,64.0,,
4709841416,50.8649444,5.6484625,3,64.0,,
4715752724,50.8751826,5.6812346,3,43.0,,
4715752728,50.8800406,5.6784051,3,45.0,,
4715752742,50.8748914,5.6812134,3,47.0,,
4715752743,50.8747807,5.6808651,3,47.0,,
4715752744,50.8749183,5.6807628,1,47.0,,
4715752747,50.8751146,5.6810407,3,43.0,,
4715752748,50.875197,5.6812756,1,41.0,,
4715752749,50.8748721,5.6802529,3,47.0,,
4715752755,50.8751468,5.681488,3,41.0,,
4715752759,50.8771659,5.6799176,3,41.0,,
4715752764,50.8798615,5.6788363,3,45.0,,
4715778497,50.8704346,5.685069,3,45.0,,
4715778504,50.8715581,5.6843814,3,40.0,,
4715778509,50.8770517,5.6797036,3,43.0,,
4715809646,50.8628035,5.6873672,3,45.0,,
4716842028,50.8314416,5.6780317,3,55.0,,
4716875115,50.8199075,5.6789295,3,87.0,,
4717234742,50.849534,5.7082491,3,49.0,,
4717234744,50.8495721,5.7074846,3,49.0,,
4717239702,50.8496017,5.7080908,3,49.0,,
4719991840,50.8493158,5.6866307,1,60.0,,
4724311744,50.8461211,5.6961898,3,45.0,,
4724311746,50.8461168,5.6961258,3,45.0,,
4724311750,50.8461221,5.6962008,4,45.0,,
4724762664,50.8524717,5.6854708,3,50.0,,
4724762665,50.8519917,5.684214,3,56.0,,
4725660841,50.8726833,5.7190855,1,48.0,,
4726131730,50.8534621,5.6856031,3,50.0,,
4726131732,50.8529868,5.6860296,3,50.0,,
4726131733,50.853218,5.6868275,3,50.0,,
4726131734,50.8538177,5.6863061,3,50.0,,
4726131736,50.8539562,5.6850777,3,52.0,,
4726131737,50.8531836,5.6848311,3,52.0,,
4726131738,50.8534824,5.6856584,3,50.0,,
4726131740,50.8527183,5.6852547,3,52.0,,
4727648503,50.8609244,5.692632,3,48.0,,
4727648523,50.860852,5.6915991,3,50.0,,
4727648526,50.8608265,5.6917645,3,48.0,,
4727934230,50.8665744,5.7117544,3,46.0,,
4727934233,50.8645165,5.7097921,3,46.0,,
4727934234,50.8648022,5.710058,4,47.0,,
4727934235,50.8642926,5.7098006,3,46.0,,
4727990789,50.8642416,5.7069992,3,46.0,,
4728944618,50.8427061,5.7289913,3,52.0,,
4728944622,50.842704,5.7287878,3,52.0,,
4728944625,50.8426825,5.7290906,3,52.0,,
4728944629,50.843007,5.7297536,1,57.0,,
4736654696,50.8512414,5.7325604,3,54.0,,
4736654697,50.8507188,5.7325148,3,54.0,,
4736654698,50.85073,5.7322705,3,54.0,,
4736654699,50.8512499,5.7323157,3,54.0,,
4736654700,50.8512578,5.7320913,3,54.0,,
4736654702,50.8507077,5.7327591,3,54.0,,
4736654704,50.851594,5.7321197,3,54.0,,
4736733062,50.849723,5.7341254,1,59.0,,
4736733066,50.8493493,5.7335926,3,59.0,,
4736733068,50.8493865,5.7323596,3,58.0,,
4736733069,50.8495684,5.7323622,3,58.0,,
4736733077,50.8507318,5.7322311,3,54.0,,
4736733078,50.8502739,5.732173,3,54.0,,
4736733079,50.8514057,5.7336882,1,56.0,,
4736733082,50.8511185,5.7358217,3,58.0,,
4736733087,50.8513105,5.7333694,3,56.0,,
4736733091,50.8513294,5.7320975,4,54.0,,
4736752358,50.8514519,5.731597,3,54.0,,
4736752359,50.8506825,5.7322245,3,54.0,,
4736752362,50.8505509,5.7319224,3,54.0,,
4736752367,50.8501699,5.7316994,4,54.0,crossing,
4736752368,50.8506602,5.7337988,1,56.0,,
4736752373,50.8517722,5.7362564,1,58.0,,
4736752374,50.8515415,5.736499,3,58.0,,
4736752375,50.8511318,5.7375565,1,55.0,,
4736752376,50.8503128,5.7374644,3,58.0,,
4736752377,50.8506382,5.7375125,3,55.0,,
4736752379,50.8497921,5.7371516,3,56.0,,
4736752380,50.850325,5.7372074,4,58.0,,
4738898243,50.8530019,5.738399,1,55.0,,
4742861354,50.8408459,5.6727027,1,76.0,,
4742861355,50.8407432,5.6729044,3,76.0,,
4742861364,50.8417893,5.672008,1,75.0,,
4742861376,50.8412574,5.6721703,3,76.0,,
4742861378,50.8411067,5.6726558,3,76.0,,
4742861381,50.8409305,5.6722776,3,76.0,,
4742861384,50.8408699,5.6730074,3,67.0,,
4742861385,50.8416716,5.6721904,1,75.0,,
4742861387,50.8413159,5.6720965,4,76.0,,
4743586102,50.8522392,5.6636737,3,70.0,,
4743598510,50.8555172,5.6809269,3,56.0,,
4743648840,50.8414724,5.7083058,3,47.0,,
4743648841,50.8414724,5.7085756,1,49.0,,
4743648842,50.8411306,5.7089934,3,49.0,,
4743648843,50.8411742,5.7084276,3,49.0,,
4743648844,50.8414724,5.70842,6,49.0,,
4743648845,50.8418928,5.7084176,3,48.0,,
4743648846,50.8418801,5.7090778,3,48.0,,
4743648847,50.8419923,5.7083117,4,50.0,,
4743648848,50.8419648,5.7094934,3,48.0,,
4743648849,50.8418763,5.7093816,3,48.0,,
4743648850,50.8417115,5.7093775,1,48.0,,
4743648863,50.8411184,5.7091507,3,49.0,,
4743648865,50.8413139,5.7092056,1,49.0,,
4743648892,50.8415487,5.7109669,3,50.0,,
4743648893,50.8415817,5.7114179,3,50.0,,
4743648894,50.8417677,5.7113067,3,47.0,,
4743648895,50.8415667,5.711213,3,50.0,,
4743648896,50.8417036,5.711147,3,47.0,,
4743648899,50.8413052,5.7116359,3,50.0,,
4747170321,50.8600972,5.7003536,3,48.0,,
4756155968,50.8718687,5.7170928,3,50.0,,
4756155969,50.8717539,5.7169496,3,50.0,,
4756155973,50.8721152,5.7166423,3,48.0,,
4756177580,50.867752,5.7129645,3,48.0,,
4756177602,50.8685383,5.7159893,3,45.0,,
4756555613,50.8345998,5.6551296,3,76.0,,
4757711194,50.8423287,5.7171176,4,48.0,,
4759404364,50.8411505,5.7343609,3,61.0,,
4759404366,50.841051,5.7348416,3,61.0,,
4759404367,50.8411149,5.7348547,3,61.0,,
4759404368,50.8409364,5.7345754,3,61.0,,
4759404370,50.8410965,5.7346103,1,61.0,,
4760150317,50.8542111,5.6915998,4,50.0,,
4760153922,50.8541532,5.6919729,4,54.0,,
4770212281,50.8554234,5.6451996,3,88.0,,
4770212285,50.8552764,5.6452291,3,88.0,,
4770212289,50.8552244,5.6448724,3,88.0,,
4770212290,50.855292,5.6448037,3,88.0,,
4770212295,50.8554601,5.6449199,3,88.0,,
4770212305,50.8552048,5.6461779,4,88.0,,
4770212308,50.8553477,5.6455612,3,88.0,,
4776966675,50.8546595,5.681158,3,56.0,,
4786032638,50.8536064,5.6460382,3,90.0,,
4786032643,50.853982,5.6466651,3,90.0,,
4786032652,50.8538533,5.6465132,3,90.0,,
4786032665,50.8529272,5.6468996,3,90.0,,
4786032675,50.8535481,5.6459182,3,90.0,,
4787219190,50.8432412,5.6431728,4,89.0,,
4790083639,50.8423935,5.7169252,4,48.0,,
4790083650,50.8424528,5.7170314,4,48.0,,
4791444485,50.8342733,5.7238284,3,57.0,,
4791791750,50.8498579,5.7106053,3,49.0,,
4793326130,50.8499509,5.6639588,1,78.0,,
4796743726,50.8670566,5.7090676,4,47.0,,
4796743727,50.8666495,5.7086257,4,47.0,,
4796775931,50.8600015,5.7202524,3,47.0,,
4796788983,50.8676906,5.7102236,4,47.0,,
4799043343,50.8246696,5.6884834,3,51.0,,
4799279709,50.8239951,5.6883767,1,51.0,,
4812337565,50.8698285,5.6727397,3,62.0,,
4812337566,50.8697175,5.6726374,3,62.0,,
4812337582,50.8699941,5.6725877,3,62.0,,
4812337583,50.8699998,5.6724119,3,62.0,,
4812337594,50.8696894,5.6725347,3,62.0,,
4812337595,50.8696938,5.6724126,3,62.0,,
4812337601,50.8635578,5.6798442,3,46.0,,
4812338221,50.8633015,5.6720791,3,66.0,,
4812373752,50.8676358,5.6768616,3,50.0,,
4812373754,50.8683347,5.6763041,4,50.0,,
4812373758,50.8685679,5.6773877,1,53.0,,
4812373763,50.8684802,5.6766707,3,50.0,,
4812373769,50.8687641,5.6752795,3,68.0,,
4834156217,50.8482668,5.711577,3,49.0,,
4834156323,50.848184,5.7111149,3,49.0,,
4834156326,50.8481768,5.7115161,3,49.0,,
4840104401,50.8969879,5.7178842,3,43.0,,
4840104402,50.8958524,5.7212112,3,44.0,,
4844095794,50.8345638,5.6545249,3,76.0,,
4844443606,50.8432443,5.6561557,3,81.0,,
4844443613,50.8440043,5.6544577,3,83.0,,
4844443614,50.844273,5.6539102,3,82.0,crossing,
4844443616,50.8446401,5.6552108,3,83.0,,
4844443617,50.84452,5.6548743,3,83.0,,
4844443618,50.8437743,5.6555359,3,83.0,,
4844443619,50.8438203,5.6556411,3,83.0,,
4844447921,50.8437329,5.6554532,3,81.0,,
4844447926,50.8432208,5.6559658,3,81.0,,
4844447927,50.8429592,5.65573,3,81.0,,
4855504040,50.8463943,5.6959561,3,45.0,,
4855504041,50.84637,5.6958407,4,45.0,crossing,
4861971404,50.8592256,5.682304,3,48.0,,
4874339108,50.8565108,5.6536687,1,66.0,,
4874339109,50.8557645,5.6539682,3,70.0,,
4874339112,50.8554915,5.6538339,3,70.0,,
4874339113,50.8556263,5.6539002,3,70.0,,
4874339114,50.8558103,5.6529817,3,70.0,,
4876524808,50.8983441,5.7189308,1,45.0,,
4893015897,50.8523668,5.7103454,3,48.0,,
4893015898,50.8521014,5.7087071,3,48.0,,
4893021773,50.8523876,5.7119534,3,48.0,,
4894062349,50.8597833,5.6726091,1,71.0,,
4894180986,50.8362407,5.6835553,3,78.0,,
4894180987,50.8363615,5.6834596,3,78.0,,
4901529025,50.8483454,5.7115586,3,49.0,,
4901529029,50.8482973,5.7110628,3,49.0,,
4901559125,50.8480431,5.7111532,1,49.0,,
4901560919,50.848141,5.7098881,4,52.0,crossing,
4904439297,50.8275034,5.707634,3,49.0,,
4904439298,50.8276227,5.7086335,3,49.0,,
4904439302,50.8283998,5.7073533,3,49.0,,
4904439304,50.8285366,5.708364,3,49.0,,
4909181379,50.857753,5.6822802,1,51.0,,
4915256111,50.8526224,5.646261,3,90.0,,
4915407892,50.8395463,5.6601138,3,82.0,,
4915407893,50.8393114,5.6609977,3,84.0,,
4915407894,50.8394536,5.659883,3,82.0,,
4915407895,50.8400569,5.6595897,1,82.0,,
4915407896,50.8399449,5.6597049,3,82.0,,
4915407897,50.839635,5.6600276,1,82.0,,
4915407898,50.8397304,5.6605793,3,84.0,,
4915407900,50.8401366,5.6601623,3,82.0,,
4921127387,50.8469491,5.6819748,4,63.0,,
4921127389,50.847277,5.6818024,3,63.0,,
4921134829,50.8485666,5.6805015,3,65.0,,
4921141680,50.8471981,5.6840379,3,60.0,,
4921141682,50.8474083,5.6849859,3,60.0,,
4923833037,50.8549646,5.7109643,4,49.0,,
4923833040,50.855953,5.7110247,3,49.0,,
4923833046,50.8531186,5.7105468,3,48.0,,
4923833047,50.856461,5.7116828,3,48.0,,
4923833050,50.8567137,5.7117412,3,48.0,,
4923833053,50.8570371,5.7132476,3,48.0,,
4923833054,50.8559411,5.7113187,4,49.0,,
4923833064,50.8549673,5.7106539,4,49.0,,
4923833067,50.8569744,5.7126149,1,48.0,,
4923833068,50.8551248,5.7110112,3,49.0,,
